SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2019061903-01,114 LA CB Epi,6/19/2019,TDN,TDN,275.957,µg/L,0,4,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/19/2019 12:00:00 AM
2019061903-01,114 LA CB Epi,6/19/2019,TDP,TDP,4,µg/L,0,4,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,6/25/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,Alk,Alk,124.4,µEq/L,0,1.5,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,Anions,Cl,0.19,mg/L,0,1.5,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Anions,SO4,1.27,mg/L,0,1.5,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Archive,Archive,0,,0,1.5,,,,,ELA-Archive,,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,Ca,1.77,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,Fe,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,K,0.3,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,Mg,0.67,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,Mn,,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Cations,Na,0.59,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Chla,Chla,1.69,µg/L,0,1.5,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,DIC,DIC,147,µM,0,1.5,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,DOC,DOC,536,µmol/L,0,1.5,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,NH3,NH3-N,15.12,µg/L,0,1.5,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,NO2,NO2-N,0.7,µg/L,0,1.5,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,NO3,NO3-N,0.34,µg/L,0,1.5,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,Part C/N,Part C,351,µg/L,0,1.5,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Part C/N,Part N,,µg/L,0,1.5,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-01,442 LA CB Epi,6/24/2019,Part P,Part P,3,µg/L,0,1.5,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,pH,pH,7.122,SU,0,1.5,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,1.5,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2019062408-01,442 LA CB Epi,6/24/2019,SRSi,SRSi,,mg/L,0,1.5,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,TDN,TDN,263.132,µg/L,0,1.5,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-01,442 LA CB Epi,6/24/2019,TDP,TDP,4.1,µg/L,0,1.5,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,Archive,Archive,0,,2,9,,,,,ELA-Archive,,
2019062408-02,442 LA CB Meta,6/24/2019,Chla,Chla,3.88,µg/L,2,9,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,DIC,DIC,213,µM,2,9,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,DOC,DOC,534,µmol/L,2,9,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,NH3,NH3-N,18.38,µg/L,2,9,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,NO2,NO2-N,1,µg/L,2,9,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,NO3,NO3-N,5.86,µg/L,2,9,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,Part C/N,Part C,506,µg/L,2,9,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-02,442 LA CB Meta,6/24/2019,Part C/N,Part N,,µg/L,2,9,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-02,442 LA CB Meta,6/24/2019,Part P,Part P,4,µg/L,2,9,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,pH,pH,6.523,SU,2,9,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,Phytoplankton taxonomy,Total Biomass,,mg/m^3,2,9,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2019062408-02,442 LA CB Meta,6/24/2019,SRSi,SRSi,,mg/L,2,9,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,TDN,TDN,259.108,µg/L,2,9,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-02,442 LA CB Meta,6/24/2019,TDP,TDP,4.3,µg/L,2,9,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,Alk,Alk,128.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,Anions,Cl,0.19,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Anions,SO4,1.35,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Archive,Archive,0,,,,,,,,ELA-Archive,,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,Ca,1.95,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,K,0.33,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,Mg,0.74,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Cations,Na,0.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Chla,Chla,2.93,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,DIC,DIC,191,µM,,,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,DOC,DOC,552,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,NH3,NH3-N,15.3,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,NO2,NO2-N,0.9,µg/L,,,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,NO3,NO3-N,0.29,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,Part C/N,Part C,575,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-03,442 LA CB 5m,6/24/2019,Part P,Part P,6,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,pH,pH,6.701,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,SRSi,SRSi,,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,TDN,TDN,261.199,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-03,442 LA CB 5m,6/24/2019,TDP,TDP,5.2,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,Alk,Alk,132.6,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,Anions,Cl,0.23,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Anions,SO4,1.4,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Archive,Archive,0,,,,,,,,ELA-Archive,,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,Ca,2.05,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,Fe,0.03,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,K,0.35,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,Mg,0.76,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Cations,Na,0.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Chla,Chla,7.24,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,DIC,DIC,416,µM,,,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,DOC,DOC,512,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,NH3,NH3-N,15.73,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,NO2,NO2-N,0.8,µg/L,,,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,NO3,NO3-N,48.15,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,Part C/N,Part C,637,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-04,442 LA CB 9m,6/24/2019,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,pH,pH,6.053,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,SRSi,SRSi,,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,TDN,TDN,278.426,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-04,442 LA CB 9m,6/24/2019,TDP,TDP,5.2,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,Alk,Alk,138.2,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,Anions,Cl,0.21,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Anions,SO4,1.44,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Archive,Archive,0,,,,,,,,ELA-Archive,,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,Ca,2.1,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,Fe,0.1,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,K,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,Mg,0.78,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Chla,Chla,2.65,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,DIC,DIC,562,µM,,,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,DOC,DOC,514,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,NH3,NH3-N,49.74,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,NO2,NO2-N,0.8,µg/L,,,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,NO3,NO3-N,114.42,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,Part C/N,Part C,796,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-05,442 LA CB 13m,6/24/2019,Part P,Part P,11,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,pH,pH,5.952,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,SRSi,SRSi,,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,TDN,TDN,381.668,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-05,442 LA CB 13m,6/24/2019,TDP,TDP,6.1,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,Alk,Alk,241,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,Anions,Cl,0.23,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Anions,SO4,0.59,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Archive,Archive,0,,,,,,,,ELA-Archive,,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,Ca,3.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,Fe,7.74,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,K,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,Mg,0.84,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Chla,Chla,3.74,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,DIC,DIC,990,µM,,,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,DOC,DOC,814,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,NH3,NH3-N,0,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN/NH3,,6/25/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,NO2,NO2-N,1.3,µg/L,,,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,NO3,NO3-N,1.47,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,Part C/N,Part C,3143,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-06,442 LA CB 17m,6/24/2019,Part P,Part P,51,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,pH,pH,6.581,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,SRSi,SRSi,,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,TDN,TDN,1014.025,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,6/26/2019 12:00:00 AM
2019062408-06,442 LA CB 17m,6/24/2019,TDP,TDP,8.6,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.5,ELA-TDP,dlangenfeld,7/2/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,Alk,Alk,134.6,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,Anions,Cl,0.21,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Anions,SO4,1.38,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Archive,Archive,0,,,,,,,,ELA-Archive,,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,Ca,1.99,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,Fe,0.06,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,K,0.34,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,Mg,0.74,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Cations,Na,0.64,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Chla,Chla,5.89,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,mbouch,7/23/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,DIC,DIC,413,µM,,,,,LI-820 LiCor gas analyzer,2.25,ELA-DIC,bcooney,7/23/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,DOC,DOC,521,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,mbouch,12/20/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,NH3,NH3-N,28.56,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,NO2,NO2-N,0.9,µg/L,,,,,AutoAnalyzer 3,0.45,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,NO3,NO3-N,50.61,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,6/25/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,Part C/N,Part C,583,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019062408-07,442 LA CB 9m,6/24/2019,Part P,Part P,7,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,mbouch,12/5/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,pH,pH,6.06,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/24/2019 12:00:00 AM
2019062408-07,442 LA CB 9m,6/24/2019,SRSi,SRSi,,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/27/2019 12:00:00 AM
