SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2021062202-06,239 OF,6/22/2021,Absorbance scan,Suv-a,0.0177,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,6/23/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,Absorbance scan,Suv-b,0.0196,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,6/23/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,Absorbance scan,Suv-c,0.0125,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,6/23/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,Alk,Alk,165.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2021062202-06,239 OF,6/22/2021,Anions,Cl,0.25,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Anions,SO4,1.83,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Archive,Archive,,,,,,,,,ELA-Archive,,
2021062202-06,239 OF,6/22/2021,Cations,Ca,2.77,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cations,Fe,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cations,K,0.43,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cations,Mg,0.72,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cations,Na,1.13,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Cond,Cond,24.5,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,DIC,DIC,156,µmol/L,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,DOC,DOC,,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,
2021062202-06,239 OF,6/22/2021,NH3,NH3-N,5,µg/L,,,,,AutoAnalyzer 3,6.6,ELA-NOxNH3,jdearnley,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,NO2,NO2-N,0.4,µg/L,,,,,AutoAnalyzer 3,0.43,ELA-NOxNH3,jdearnley,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,NO3,NO3-N,1,µg/L,,,,,AutoAnalyzer 3,1,ELA-NOxNH3,jdearnley,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,Part C/N,Part C,483.4,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Part C/N,Part N,60,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062202-06,239 OF,6/22/2021,Part P,Part P,,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,1,ELA-PartP,,
2021062202-06,239 OF,6/22/2021,pH,pH,6.912,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/22/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,SRSi,SRSi,2.443,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,jthoroski,6/24/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,TDN,TDN,234,µg/L,,,,,AutoAnalyzer 3,16.3,ELA-TDN,jdearnley,6/23/2021 12:00:00 AM
2021062202-06,239 OF,6/22/2021,TDP,TDP,1.6,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,jthoroski,6/23/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,A254,41.9146,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,E2:E3,6.9615,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,E2:E4,22.625,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,S275-295,0.0206,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,S350-400,0.0182,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,SR,1.1308,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,SUVA,,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,Suv-a,0.0179,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,Suv-b,0.0203,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Absorbance scan,Suv-c,0.0126,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Alk,Alk,161.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Anions,Cl,0.27,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Anions,SO4,1.78,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Archive,Archive,,,,,,,,,ELA-Archive,,
2021062902-04,239 OF,6/29/2021,Cations,Ca,2.66,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cations,Fe,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cations,K,0.41,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cations,Mg,0.71,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cations,Na,1.14,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Cond,Cond,24,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,6/29/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,DIC,DIC,153,µmol/L,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,6/29/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,DOC,DOC,,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,
2021062902-04,239 OF,6/29/2021,NH3,NH3-N,13,µg/L,,,,,AutoAnalyzer 3,6.6,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,NO2,NO2-N,0.4,µg/L,,,,,AutoAnalyzer 3,0.43,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,NO3,NO3-N,1,µg/L,,,,,AutoAnalyzer 3,1,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,Part C/N,Part C,505,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Part C/N,Part N,54.1,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062902-04,239 OF,6/29/2021,Part P,Part P,,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,1,ELA-PartP,,
2021062902-04,239 OF,6/29/2021,pH,pH,6.926,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/29/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,SRSi,SRSi,2.382,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,jthoroski,6/30/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,TDN,TDN,297,µg/L,,,,,AutoAnalyzer 3,16.3,ELA-TDN,jdearnley,7/2/2021 12:00:00 AM
2021062902-04,239 OF,6/29/2021,TDP,TDP,2.1,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,jthoroski,7/9/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,A254,40.7631,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,E2:E3,7.04,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,E2:E4,29.3333,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,S275-295,0.0212,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,S350-400,0.0193,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,SR,1.0967,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,SUVA,,SU,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,Suv-a,0.0187,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,Suv-b,0.0204,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Absorbance scan,Suv-c,0.0126,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/1/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Alk,Alk,164.4,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Anions,Cl,0.25,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Anions,SO4,1.99,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Archive,Archive,,,,,,,,,ELA-Archive,,
2021062902-06,239 OF,6/29/2021,Cations,Ca,2.65,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cations,Fe,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cations,K,0.42,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cations,Mg,0.71,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cations,Na,1.14,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Cond,Cond,24.5,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,6/29/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,DIC,DIC,151,µmol/L,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,6/29/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,DOC,DOC,,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,
2021062902-06,239 OF,6/29/2021,NH3,NH3-N,9,µg/L,,,,,AutoAnalyzer 3,6.6,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,NO2,NO2-N,0.3,µg/L,,,,,AutoAnalyzer 3,0.43,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,NO3,NO3-N,1,µg/L,,,,,AutoAnalyzer 3,1,ELA-NOxNH3,jdearnley,6/30/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,Part C/N,Part C,441.4,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Part C/N,Part N,51.7,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021062902-06,239 OF,6/29/2021,Part P,Part P,,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,1,ELA-PartP,,
2021062902-06,239 OF,6/29/2021,pH,pH,6.917,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,6/29/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,SRSi,SRSi,2.361,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,jthoroski,6/30/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,TDN,TDN,262,µg/L,,,,,AutoAnalyzer 3,16.3,ELA-TDN,jdearnley,7/2/2021 12:00:00 AM
2021062902-06,239 OF,6/29/2021,TDP,TDP,1.9,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,jthoroski,7/9/2021 12:00:00 AM
2021062906-01,227 LA CB Epi,6/29/2021,Chla,Chla,22.4,µg/L,0,1,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,7/27/2021 12:00:00 AM
2021062906-01,227 LA CB Epi,6/29/2021,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,1,,,Zeiss invertoscope inverted microscope,1,ELA-Phytoplankton taxonomy,,
2021070503-01,224 LA CB Epi,7/5/2021,Alk,Alk,109,µEq/L,0,2.5,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,Anions,Cl,0.19,mg/L,0,2.5,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Anions,SO4,1.44,mg/L,0,2.5,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Archive,Archive,,,0,2.5,,,,,ELA-Archive,,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,Ca,1.7,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,Fe,,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,K,0.34,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,Mg,0.42,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,Mn,,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Cations,Na,0.68,mg/L,0,2.5,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Chla,Chla,0.43,µg/L,0,2.5,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,7/27/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,DIC,DIC,117,µmol/L,0,2.5,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,7/5/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,DOC,DOC,,µmol/L,0,2.5,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,
2021070503-01,224 LA CB Epi,7/5/2021,NH3,NH3-N,5,µg/L,0,2.5,,,AutoAnalyzer 3,6.6,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,NO2,NO2-N,0.2,µg/L,0,2.5,,,AutoAnalyzer 3,0.43,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,NO3,NO3-N,1,µg/L,0,2.5,,,AutoAnalyzer 3,1,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,Part C/N,Part C,276.5,µg/L,0,2.5,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Part C/N,Part N,25.7,µg/L,0,2.5,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021070503-01,224 LA CB Epi,7/5/2021,Part P,Part P,,µg/L,0,2.5,,,Cole-Parmer 2100 Spectrophotometer,1,ELA-PartP,,
2021070503-01,224 LA CB Epi,7/5/2021,pH,pH,6.929,SU,0,2.5,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,7/5/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,2.5,,,Zeiss invertoscope inverted microscope,1,ELA-Phytoplankton taxonomy,,
2021070503-01,224 LA CB Epi,7/5/2021,SRSi,SRSi,0.241,mg/L,0,2.5,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,jthoroski,7/9/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,TDN,TDN,194,µg/L,0,2.5,,,AutoAnalyzer 3,16.3,ELA-TDN,jdearnley,7/8/2021 12:00:00 AM
2021070503-01,224 LA CB Epi,7/5/2021,TDP,TDP,1.6,µg/L,0,2.5,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,jthoroski,7/7/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,Archive,Archive,,,3,15,,,,,ELA-Archive,,
2021070503-02,224 LA CB Meta,7/5/2021,Chla,Chla,0.41,µg/L,3,15,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,7/27/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,DIC,DIC,112,µmol/L,3,15,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,7/5/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,DOC,DOC,,µmol/L,3,15,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,
2021070503-02,224 LA CB Meta,7/5/2021,NH3,NH3-N,5,µg/L,3,15,,,AutoAnalyzer 3,6.6,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,NO2,NO2-N,0.4,µg/L,3,15,,,AutoAnalyzer 3,0.43,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,NO3,NO3-N,1,µg/L,3,15,,,AutoAnalyzer 3,1,ELA-NOxNH3,jdearnley,7/6/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,Part C/N,Part C,277.5,µg/L,3,15,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021070503-02,224 LA CB Meta,7/5/2021,Part C/N,Part N,28.7,µg/L,3,15,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2021070503-02,224 LA CB Meta,7/5/2021,Part P,Part P,,µg/L,3,15,,,Cole-Parmer 2100 Spectrophotometer,1,ELA-PartP,,
2021070503-02,224 LA CB Meta,7/5/2021,pH,pH,7.038,SU,3,15,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,7/5/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,Phytoplankton taxonomy,Total Biomass,,mg/m^3,3,15,,,Zeiss invertoscope inverted microscope,1,ELA-Phytoplankton taxonomy,,
2021070503-02,224 LA CB Meta,7/5/2021,SRSi,SRSi,0.241,mg/L,3,15,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,jthoroski,7/9/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,TDN,TDN,198,µg/L,3,15,,,AutoAnalyzer 3,16.3,ELA-TDN,jdearnley,7/8/2021 12:00:00 AM
2021070503-02,224 LA CB Meta,7/5/2021,TDP,TDP,1.9,µg/L,3,15,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,jthoroski,7/7/2021 12:00:00 AM
2021070503-03,224 LA CB PE,7/5/2021,Zooplankton archive,13C,,,,,,,53-µm Zoonet,,ELA-Zoonet,,
2021070503-04,224 LA CB PE,7/5/2021,Zooplankton taxonomy,Total Biomass,,,,,,,Zeiss invertoscope inverted microscope,,ELA-Zoonet,,
2021070503-05,224 LA CB,7/5/2021,Field observations,Air temperature,26.5,°C,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Black ice,,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Cloud cover,0,/10,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Integrated epi to 1% surface PAR?,0,y/n,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Profile?,0,y/n,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,RBR#,2,,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Samplers,0,,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Secchi depth,7.25,m,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Slush,,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Snow depth,,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Temp download time,,CST,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Thermal epi depth,3,m,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Thermocline depth,5.875,m,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Total ice,,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Water colour,0,,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Wave height (lower),1,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Wave height (upper),5,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,White ice layer,,cm,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Wind direction,0,,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Wind speed (lower),3,km/h,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,Field observations,Wind speed (upper),22,km/h,,,,,,,ELA-Field observations,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 0.5m,900,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 10m,75,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 11m,54.5,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 12m,36.6,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 13m,26.5,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 14m,18.6,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 15m,12.6,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 16m,,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 17m,,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
2021070503-05,224 LA CB,7/5/2021,PAR - 224,PAR - 18m,,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,ksandilands,
