SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2018100903-03,373 LA CB 5m,10/9/2018,Part C/N,Part C,526,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100903-03,373 LA CB 5m,10/9/2018,Part C/N,Part N,48,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100903-03,373 LA CB 5m,10/9/2018,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100903-03,373 LA CB 5m,10/9/2018,pH,pH,7.08,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100903-03,373 LA CB 5m,10/9/2018,SRSi,SRSi,0.405,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100903-03,373 LA CB 5m,10/9/2018,TDN,TDN,210,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-03,373 LA CB 5m,10/9/2018,TDP,TDP,1.5,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,Alk,Alk,175,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,Anions,Cl,0.17,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Anions,SO4,1.43,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,Ca,2.81,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,K,0.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,Mg,0.62,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Cations,Na,0.73,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Chla,Chla,2.98,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,sstrapazzon,11/5/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,DIC,DIC,220,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,DOC,DOC,343,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,NH3,NH3-N,30,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,NO2,NO2-N,2,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,NO3,NO3-N,2,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,Part C/N,Part C,508.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Part C/N,Part N,49.3,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100903-04,373 LA CB 10m,10/9/2018,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,pH,pH,7.061,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,SRSi,SRSi,0.402,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,TDN,TDN,214,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-04,373 LA CB 10m,10/9/2018,TDP,TDP,1.7,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,Alk,Alk,200,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,Anions,Cl,0.19,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Anions,SO4,1.5,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,Ca,2.89,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,K,0.4,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,Mg,0.65,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,Mn,0.458,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Cations,Na,0.73,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Chla,Chla,2.67,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,sstrapazzon,11/5/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,DIC,DIC,555,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,DOC,DOC,275,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,NH3,NH3-N,33,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,NO2,NO2-N,9,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,NO3,NO3-N,15,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,Part C/N,Part C,500,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Part C/N,Part N,69.9,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100903-05,373 LA CB 15m,10/9/2018,Part P,Part P,11,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,pH,pH,6.149,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,SRSi,SRSi,1.22,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,TDN,TDN,203,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-05,373 LA CB 15m,10/9/2018,TDP,TDP,3.4,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,Alk,Alk,355,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,Anions,Cl,0.22,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Anions,SO4,0.58,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,Ca,4.17,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,Fe,5.65,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,K,0.44,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,Mg,0.71,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,Mn,1.931,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Cations,Na,0.75,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Chla,Chla,1.99,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,sstrapazzon,11/5/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,DIC,DIC,949,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,DOC,DOC,369,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,NH3,NH3-N,610,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,NO2,NO2-N,2,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,NO3,NO3-N,1,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,Part C/N,Part C,827.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Part C/N,Part N,121.7,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100903-06,373 LA CB 20m,10/9/2018,Part P,Part P,22,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,pH,pH,6.6,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,SRSi,SRSi,2.032,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,TDN,TDN,862,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-06,373 LA CB 20m,10/9/2018,TDP,TDP,7.4,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,Alk,Alk,172,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,Anions,Cl,0.17,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Anions,SO4,1.41,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,Ca,2.79,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,Fe,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,K,0.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,Mg,0.61,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Cations,Na,0.73,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Chla,Chla,2.96,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,sstrapazzon,11/5/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,DIC,DIC,217,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,DOC,DOC,327,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,NH3,NH3-N,33,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,NO2,NO2-N,2,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,NO3,NO3-N,1,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,Part C/N,Part C,525,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Part C/N,Part N,53,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100903-07,373 LA CB 5m,10/9/2018,Part P,Part P,6,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,pH,pH,7.073,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,SRSi,SRSi,0.41,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,TDN,TDN,218,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100903-07,373 LA CB 5m,10/9/2018,TDP,TDP,2.5,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,Alk,Alk,78,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,Anions,Cl,0.29,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Anions,SO4,2.29,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100904-01,239 EIF,10/9/2018,Cations,Ca,2.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cations,Fe,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cations,K,0.15,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cations,Mg,0.69,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cations,Na,1.35,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Cond,Cond,23.6,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,sstrapazzon,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,DIC,DIC,241,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,DOC,DOC,1657,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,NH3,NH3-N,38,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,NO2,NO2-N,4,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,NO3,NO3-N,6,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,Part C/N,Part C,182.3,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Part C/N,Part N,14.8,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100904-01,239 EIF,10/9/2018,Part P,Part P,2,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,pH,pH,5.665,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,SRSi,SRSi,5.299,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,TDN,TDN,498,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100904-01,239 EIF,10/9/2018,TDP,TDP,8,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,Alk,Alk,0,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,Anions,Cl,0.24,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Anions,SO4,1.71,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100904-02,239 NEIF,10/9/2018,Cations,Ca,1.92,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cations,Fe,0.54,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cations,K,0.34,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cations,Mg,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cations,Mn,0.0165,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cations,Na,0.96,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Cond,Cond,39.4,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,sstrapazzon,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,DIC,DIC,326,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,DOC,DOC,3255,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,NH3,NH3-N,48,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,NO2,NO2-N,2,µg/L,,,,,Autoanalyzer II,2,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,NO3,NO3-N,3,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,marmstrong,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,Part C/N,Part C,211.3,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Part C/N,Part N,25.3,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018100904-02,239 NEIF,10/9/2018,Part P,Part P,2,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/3/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,pH,pH,4.2,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,sstrapazzon,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,SRSi,SRSi,4.24,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,dlangenfeld,10/12/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,TDN,TDN,662,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,10/10/2018 12:00:00 AM
2018100904-02,239 NEIF,10/9/2018,TDP,TDP,8.7,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,dlangenfeld,10/15/2018 12:00:00 AM
2018100904-03,239 NWIF,10/9/2018,Alk,Alk,29,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018100904-03,239 NWIF,10/9/2018,Anions,Cl,0.31,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Anions,SO4,1.72,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Archive,Archive,0,,,,,,,,ELA-Archive,,
2018100904-03,239 NWIF,10/9/2018,Cations,Ca,1.45,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cations,Fe,0.3,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cations,K,0.1,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cations,Mg,0.43,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cations,Na,0.88,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018100904-03,239 NWIF,10/9/2018,Cond,Cond,19.2,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,sstrapazzon,10/10/2018 12:00:00 AM
2018100904-03,239 NWIF,10/9/2018,DIC,DIC,304,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,sstrapazzon,10/11/2018 12:00:00 AM
